Company,Industry Sector,Current Ratio,Quick Ratio,Cash Ratio,Free Cash Flow Margin,Revenue Growth Year over Year,Common Equity to Tot Assets,Long Term Assets as % Total Assets,EBIT/Interest,Total Debt to Total Assets,Tot Debt to Common Equity,Cashflow to Total Liabilities,Free Cash Flow to Total Debt,Gross Margin,Operating Margin,Profit Margin,Net Income Margin Adjusted,Return on Assets,Return on Common Equity,Inventory Turnover,Accounts Receivable Turnover,Accounts Payable Turnover,Net Fixed Asset Turnover,Gross Fixed Asset Turnover,Asset Turnover,Sales per Employee,Operating Profit Per Employee,Cash Conversion Cycle
GCI UN Equity,Communications,0.858877647,0.654296506,0.23030487,0.610599383,82.32526317,11.71177459,79.52063003,-1.960011028,61.67854756,526.6370785,2.103821803,0.056214939,#N/A N/A,-13.15124484,-19.68713939,-5.967666568,-18.809861,-99.66502287,#N/A N/A,9.047665602,#N/A N/A,3.397691918,2.576133645,0.95543845,188158.5635,-24745.19337,#N/A N/A
SUM UN Equity,Industrial,2.76823505,2.085218275,1.295925799,9.930326511,4.964178675,37.089065,79.26470011,2.173589459,44.76286156,120.6901861,15.1897488,0.124452069,32.088777,9.65392199,5.915108184,3.783882705,3.294511285,9.12115795,7.820368062,10.45079844,13.31959085,1.274933328,0.80882239,0.556965516,370356.6667,#N/A N/A,55.08619389
MEDP UW Equity,"Consumer, Non-cyclical",1.076210493,0.996859876,0.631128581,24.55231255,7.544522509,57.94149181,65.94097695,#N/A N/A,9.422245424,16.26165487,44.22583083,1.841459785,30.1024381,18.04055404,15.7014877,15.7014877,11.4758058,18.97886639,#N/A N/A,5.848735409,26.44002778,6.20863647,5.018468484,0.730873789,257201.3889,46400.55556,#N/A N/A
FIXX UW Equity,"Consumer, Non-cyclical",9.690352193,9.596213258,9.596213258,-3629.348631,62.18487395,74.31456337,16.74888241,#N/A N/A,5.855075321,7.878772418,-139.2518674,-7.157039244,#N/A N/A,-4820.984456,-4762.916358,-4736.953368,-44.81737895,-56.6307739,#N/A N/A,#N/A N/A,#N/A N/A,0.06311978,0.048949275,0.009409651,13180.4878,-635434.1463,#N/A N/A
CPS UN Equity,"Consumer, Cyclical",1.876607377,1.218570492,0.65313729,-4.535077516,-23.58000901,23.24360706,51.77044378,#N/A N/A,43.56980854,187.4485678,-0.80157639,-0.067571807,6.211357143,-11.31100399,-11.26549661,-5.951068413,-10.19928248,-36.57592335,15.51559469,5.918482059,5.492636247,2.290952122,1.294152899,0.905355781,95017.56,-10747.44,18.79468132
SQZ UN Equity,"Consumer, Non-cyclical",3.91279623,3.811408847,3.769543956,-211.1058196,4.420906062,55.03091187,23.4964805,#N/A N/A,20.37500919,37.02466214,-41.51449847,#N/A N/A,#N/A N/A,-243.1564911,-240.5991047,-240.5991047,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,214265.3061,#N/A N/A,#N/A N/A
EPM UA Equity,Energy,5.916693679,5.043807473,4.595273647,4.507222064,-31.53005898,80.44920895,72.52313578,33.30564658,0.151151146,0.187883944,68.81769896,40.92975866,34.41227791,12.46459713,20.05815273,19.98669607,-23.1789212,-28.38526635,#N/A N/A,6.88485145,6.830042124,0.413736097,0.208475314,0.281536296,7399824,#N/A N/A,#N/A N/A
WLL UN Equity,Energy,0.591380585,0.523106021,0.079526327,-10.58000809,-51.54329529,60.11937728,90.68363063,-52.72499815,19.54137597,32.50428872,23.89552173,-0.204997822,7.76337603,-552.7553195,-507.3488538,-18.18651691,-81.11817984,-149.4692102,#N/A N/A,3.247156263,13.75419328,0.160674305,0.098098178,0.151304131,1910871.605,-10768256.79,#N/A N/A
AVIR UW Equity,"Consumer, Non-cyclical",2.734295983,2.691990057,2.691990057,610.0960253,#N/A N/A,63.42990996,0.017947459,#N/A N/A,0,0,93.95341179,#N/A N/A,#N/A N/A,-22.6800732,-22.50940719,-22.50940719,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1247000,#N/A N/A,#N/A N/A
SSP UW Equity,Communications,5.842237262,2.803797398,1.606950365,12.51401093,37.44852556,23.93851816,56.90432907,3.263522378,61.44173359,256.6647325,7.505003218,0.084226064,53.95832414,16.33871303,14.49992947,9.08984171,6.396514149,26.13361149,#N/A N/A,4.588673268,16.49689377,4.192936828,2.311369196,0.445103175,343977.4074,55045.18519,#N/A N/A
MRTX UW Equity,"Consumer, Non-cyclical",19.63906145,19.44965861,19.44965861,-2059.247649,301.7391304,92.18638221,4.910482018,#N/A N/A,2.838845954,3.079463458,-235.419936,-6.583892137,#N/A N/A,-2756.851769,-2671.570384,-1843.200478,-37.51315288,-41.06939195,#N/A N/A,#N/A N/A,#N/A N/A,0.541606872,0.513589144,0.014041611,66656.71642,-1837626.866,#N/A N/A
OPCH UW Equity,"Consumer, Non-cyclical",1.513772312,0.985212765,0.228709078,3.314537642,31.25812353,38.3662853,75.18311092,1.027697875,45.85620292,119.522134,7.807245751,0.104880088,22.49758459,3.65213463,-0.266305262,0.751605053,-0.308421676,-0.84013376,17.12599599,9.291710838,9.49682225,15.68683337,11.03256718,1.158150891,589314.0303,21522.54178,22.22175996
GERN UW Equity,"Consumer, Non-cyclical",6.459502262,6.3437298,6.3437298,-26503.16206,-45,77.91842735,26.17793505,-101.2013158,2.096938625,2.691197315,-111.4936184,-11.81134402,#N/A N/A,-30400.39526,-29888.14229,-29906.87747,-34.66721682,-43.69636697,#N/A N/A,#N/A N/A,#N/A N/A,0.057123504,0.049059531,0.001159899,4773.584906,-1451188.679,#N/A N/A
ATEN UN Equity,Communications,2.248125812,1.940833179,1.467173873,22.93383941,6.066463495,39.87950937,16.68024937,17733,9.888896912,24.79693724,31.62145312,2.017282148,77.76408146,7.862916635,7.899719324,9.544311768,6.308067075,15.85328416,2.326297722,4.311479014,7.7945833,5.873251908,3.679760477,0.798517873,304766.2162,23963.51351,195.2655163
DTIL UW Equity,"Consumer, Non-cyclical",2.464778538,2.330150132,2.096663476,-380.5517809,9.204964475,29.58550327,29.69805139,#N/A N/A,7.005287764,23.67810917,-82.64780154,-8.436511709,#N/A N/A,-452.2462425,-448.8614371,-448.7475808,-56.56904287,-119.302393,#N/A N/A,4.429548564,#N/A N/A,0.599104489,0.438365313,0.126027852,105129.8701,-475445.8874,#N/A N/A
BZH UN Equity,"Consumer, Cyclical",6.314030772,1.273961705,1.201313151,13.09087541,1.884239361,29.54804033,14.20412657,0.61741085,57.09317154,193.2215162,20.44072406,0.255110108,16.34355503,3.719047312,2.455294284,2.653682495,3.110729251,10.73513413,1.189996888,112.404017,14.00531565,56.78044116,#N/A N/A,1.081730455,2001013.17,#N/A N/A,267.9471957
ARAV UW Equity,"Consumer, Non-cyclical",6.520346686,6.399006448,6.399006448,-214.0545295,19.60866821,70.97179146,8.892334958,#N/A N/A,12.57864422,17.72344189,#N/A N/A,-1.42878948,#N/A N/A,-541.4951627,-537.2559367,-456.8802111,-40.76993413,-52.16388851,#N/A N/A,#N/A N/A,#N/A N/A,0.812781471,0.60299109,0.075885498,334411.7647,-1810764.706,#N/A N/A
HEAR UQ Equity,Industrial,2.161142261,1.151263175,0.593520744,12.6039662,53.45111926,57.21173932,16.45441453,105.2826552,2.9608804,5.175302193,58.64061387,7.617197875,37.15373529,13.65397272,10.75999811,10.0977192,23.14548213,43.10235502,3.868064814,8.14717694,7.745848708,39.85092961,12.66372428,2.15106749,1200310,163890,92.29337832
LBRT UN Equity,Energy,1.592417155,0.880007076,0.193678997,-1.885716002,-51.47642671,60.88213289,69.99204208,-11.75081314,11.19526419,18.38842311,14.7310135,0.025521779,11.16250271,-18.32971452,-11.96775272,-9.282714512,-7.284556391,-13.55443445,8.285068682,4.303422555,5.711523681,0.967879071,0.628380159,0.608682061,496293.4224,-90969.16752,65.14346721
PING UN Equity,Technology,3.935131576,2.833635663,1.810662724,2.678692388,0.284481552,72.80622666,66.88266254,-10.95807645,17.18469667,23.60333375,8.307313034,0.061866209,71.99750399,-10.94507552,-4.881583323,-4.205140812,-1.232032854,-1.603541818,#N/A N/A,3.248351414,34.86378738,13.44013463,9.201934156,0.261465108,238345.4012,-25682.97456,#N/A N/A
FDP UN Equity,"Consumer, Non-cyclical",1.824621485,0.676820476,0.029740447,0.728172667,-6.386723101,51.68546047,69.72153262,3.574766355,20.49472078,39.65277778,11.70143838,0.044658494,5.970539942,1.820431668,1.170787426,1.296274263,1.470148808,2.854490601,7.45899009,11.62622769,14.17228872,2.662970121,1.621476665,1.255692344,111763.2979,2037.234043,55.47139882
AGRX UR Equity,"Consumer, Non-cyclical",7.722698218,7.525635795,7.407996736,-6363.684913,#N/A N/A,67.51526101,22.27833895,-15.77774204,22.60956448,33.48807979,-199.3385017,-2.879714268,62.34979973,-6549.132176,-6922.963952,-6922.963952,-84.58752712,-109.0803909,#N/A N/A,1.731791908,0.099190995,0.05237396,0.051523698,0.012218398,26750,-1751892.857,#N/A N/A
HRTX UR Equity,"Consumer, Non-cyclical",3.065237115,2.442279738,2.033999005,-216.197342,-39.27573167,66.88954508,11.132607,-120.0226197,6.960990621,10.40669452,-157.8794506,-7.640201536,59.17213836,-257.4099145,-256.4114714,-255.6565694,-52.46866696,-70.98810452,1.082320219,2.169070954,32.36430094,2.449037107,1.942048355,0.204626832,397479.8206,-1023152.466,495.5894765
IBP UN Equity,"Consumer, Cyclical",2.638515699,2.106294534,0.979046411,8.903930197,9.367113227,26.87450113,47.46521779,5.343732462,52.45420468,195.1820591,20.8163787,0.267855136,30.84722285,9.790984288,5.881776528,5.968149006,8.503052919,34.16612059,15.06408407,6.46947181,11.43919374,10.66978821,5.034157883,1.445660657,184717.8771,18085.69832,48.87433557
WLFC UQ Equity,Industrial,26.45701761,0.902324337,0.542090374,-110.4228728,-29.44276078,15.38033817,12.20999362,1.233149276,71.78280453,466.7179858,4.789025892,-0.187781054,94.19381209,26.92073213,3.376608981,9.352261233,0.452810276,1.794839102,0.331287737,11.03393976,#N/A N/A,8.116051222,6.333534438,0.134102076,1244362.069,334991.3793,#N/A N/A
CSV UN Equity,"Consumer, Non-cyclical",0.730394691,0.537391196,0.018380301,20.55468541,20.18956101,20.9894181,96.91689394,1.760018453,41.92603583,199.7484428,9.15860969,0.148001973,32.15165975,17.37057138,4.883927054,9.075863262,1.414144965,6.882037206,31.37633352,14.14516648,22.75264335,1.113458926,0.75450369,0.289550796,206939.6985,#N/A N/A,21.45336273
GLT UN Equity,Basic Materials,1.941026729,0.9530948,0.426758034,8.822386956,-1.204627061,44.90951378,64.80443802,7.000284819,24.36285873,54.24876975,15.37388444,0.25789979,16.13413232,5.363459604,2.323845769,3.707663588,1.656996703,3.756622109,3.975512421,7.413263016,6.013504489,1.660056313,0.847199222,0.713040738,379502.2774,20354.45135,80.56855624
CERS UQ Equity,"Consumer, Non-cyclical",3.058508687,2.580451529,2.227531931,-37.0751604,21.83441039,46.88300251,17.15511596,-15.57207688,30.21114197,64.4394351,-34.64275693,-0.582401483,63.97605231,-51.05777731,-52.39170584,-52.39170584,-30.93784727,-74.42216116,1.925743964,6.005519344,1.936333463,4.079665768,3.12078997,0.590510402,423144.4444,-216048.1481,61.98332645
PLUS UW Equity,Communications,1.680632321,0.499096056,0.223027165,-5.110979323,15.71612467,53.47465057,28.52395687,37.01592852,9.448660398,17.66941962,-17.53655123,0.019995927,24.62792841,5.998410984,4.349145432,4.379994007,6.93652631,14.1700942,16.78310587,4.231319733,4.003770003,40.89038211,#N/A N/A,1.522390961,1005955.668,#N/A N/A,11.18410875
URGN UQ Equity,"Consumer, Non-cyclical",5.393683523,5.087936182,4.759190147,-907.712518,65450,78.97627146,5.234211713,#N/A N/A,2.212204418,2.801100099,-412.8109162,-39.04223787,91.44842783,-1074.150352,-1088.939741,-1088.939741,-79.21502622,-92.88324532,1.027494908,3.348659004,0.28035268,2.646702557,2.086656645,0.072745096,63096.25668,-677748.6631,-839.9948588
SEAC UW Equity,Technology,2.621228132,1.482857814,0.770928731,-22.44840218,7.61514054,68.50322404,38.74331184,#N/A N/A,6.955686651,10.15380918,-64.4394111,-1.341684237,64.77946213,-13.22929386,-13.2843911,-2.760312118,-27.64284355,-41.42797743,147.8039216,3.767332917,4.347266881,4.861825754,2.021788318,0.573736445,368978.022,#N/A N/A,24.11392106
NVAX UW Equity,"Consumer, Non-cyclical",2.153291862,1.678637229,1.226636788,-20.42964857,2448.483549,39.63458599,21.12356625,-27.51528557,30.45120978,76.82989243,-4.453295927,-0.201631513,#N/A N/A,-87.62000681,-87.94380969,-87.94380969,-47.65300472,#N/A N/A,#N/A N/A,3.52932708,#N/A N/A,4.62538233,4.022582719,0.541857408,601261.6941,-526825.5373,#N/A N/A
AXNX UW Equity,"Consumer, Non-cyclical",7.17888884,5.679501773,5.279563066,-77.71551531,707.0549928,83.97573391,4.167080647,-28.68729989,3.049040636,3.630859171,-152.7135458,-8.278704236,60.15241852,-48.20011656,-49.23566593,-49.20662572,-19.54173102,-23.3495545,1.129181011,8.530727752,11.10446137,10.78935913,8.096914701,0.396901934,#N/A N/A,#N/A N/A,334.0727235
LOGC UQ Equity,"Consumer, Non-cyclical",11.79177503,11.43335501,11.39060468,-851.2159815,#N/A N/A,76.17435516,10.04092262,-28.69854281,19.921875,26.15299461,-150.5491074,-1.772300031,#N/A N/A,-912.3045744,-944.4412276,-944.4412276,-47.86647102,-62.90568294,#N/A N/A,26.2661597,#N/A N/A,0.714005168,0.638329329,0.050682318,88564.10256,-807974.359,#N/A N/A
HLIO UW Equity,Industrial,1.984337406,0.959589726,0.196981533,17.80188896,-5.701639728,46.86197695,80.41456338,#N/A N/A,36.97315068,78.89797463,15.75126707,0.199973307,37.51682472,6.770419088,2.718338942,10.16962782,1.226360982,2.398800094,3.34219986,6.366889836,7.891510756,3.38503257,1.755686243,0.451143514,261520,17706,122.2623964
ASTE UW Equity,Industrial,3.322372284,1.637110981,0.95654727,12.30964467,-12.41450068,75.74864419,33.29403443,61.42857143,1.013911813,1.338521401,68.95711501,14.97674419,23.43811011,4.197579071,4.578289731,5.320187427,5.695396373,7.545805207,2.87937523,8.674436918,13.44272975,5.64125,2.359127231,1.242737915,289623.9751,12183.77156,141.9763792
ANIK UW Equity,"Consumer, Non-cyclical",4.811430276,3.320584805,2.666829414,8.766873376,13.8268912,74.50663968,51.4823375,-93.78145695,6.103855254,8.19236417,14.01748833,0.617359742,52.91092084,-21.70983542,-18.38306875,-2.465180098,-6.888549004,-8.553473924,1.801360624,5.530065069,13.36516854,1.776387366,1.241998134,0.37470685,470963.8989,-102241.8773,241.9758159
LOVE UQ Equity,"Consumer, Cyclical",3.091810483,1.719939527,1.498065939,-9.200079327,40.68938646,71.74265833,20.28112925,-79.042755,0,0,-31.52522273,#N/A N/A,50.00070037,-6.773814612,-6.515206857,-6.20580669,-13.18289066,-18.00213055,3.730751885,41.88376756,6.912707066,10.99816251,6.715120323,2.023403239,724774.4689,-49094.87888,53.60153114
CENT UW Equity,"Consumer, Non-cyclical",3.464489327,2.372416879,1.48255357,8.206910086,13.11362521,46.02973287,34.79924458,4.497841694,34.80706722,75.61866005,20.94595344,0.25785609,29.55130181,7.344698163,4.476928105,4.476928105,5.706120767,12.6916588,3.489968242,9.491522499,9.922066476,7.84522461,#N/A N/A,1.224516159,427858.5714,#N/A N/A,99.07607554
SPPI UW Equity,"Consumer, Non-cyclical",3.511967034,3.388627554,3.387366876,#N/A N/A,#N/A N/A,68.21359973,5.158080875,#N/A N/A,1.23324424,1.807915497,-194.4352969,-52.00618047,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-69.90750297,-99.1066918,#N/A N/A,0,#N/A N/A,0,0,0,0,-964397.7273,#N/A N/A
CNCE UQ Equity,"Consumer, Non-cyclical",14.02279426,13.0303596,12.96295932,-876.32245,633.7047354,82.35560048,10.38470957,#N/A N/A,10.04376409,12.19560543,-245.6745312,-4.178982246,#N/A N/A,-919.3495318,-946.1655277,-912.1341433,-50.39260752,-64.28193742,#N/A N/A,20.84960422,#N/A N/A,0.488743196,0.402536869,0.053259822,111295.7746,-1023197.183,#N/A N/A
VCEL UR Equity,"Consumer, Non-cyclical",5.495707868,4.906418183,3.371747543,12.03585147,5.370386084,65.2990156,39.90506206,395.3333333,25.92311583,39.69909132,24.62858104,0.280412758,67.82789361,1.910145838,2.306348094,2.306348094,1.596227908,2.334614491,4.940761811,3.725071994,6.487175573,2.759993332,2.245734282,0.692101904,454868.1319,8688.644689,115.9117733
CARS UN Equity,Communications,1.970620131,1.785676346,0.749369246,22.26544877,-9.754533677,31.62333413,83.44529019,-23.43953402,57.37372085,181.428437,18.84557656,0.197519022,81.45471349,-162.0679704,-149.2448443,14.22963779,-52.65452268,-110.3288857,#N/A N/A,5.60360471,7.016273365,12.87954457,5.632804864,0.352806309,365002,-591551.3333,#N/A N/A
SWBI UW Equity,Industrial,3.045687115,1.683690977,0.964815228,11.94430932,6.284575506,53.10544734,45.69654618,-4.353785784,28.83432721,54.29636442,27.77912668,6.635002092,34.5973555,-7.196303012,-9.02578163,5.867444981,15.95916962,28.15195406,4.259736627,12.4608718,12.14714414,6.57305667,#N/A N/A,1.677047244,344360.4061,#N/A N/A,152.5632976
ICHR UW Equity,Industrial,3.059320883,2.183961391,1.560777368,3.058072533,47.25862022,53.17797595,35.96849279,4.761315458,27.21255742,51.17260845,10.55470188,0.159166857,13.66080531,4.544997134,3.640088555,4.449879462,4.964321596,10.51294809,6.030291108,9.839699504,6.421661121,16.52661834,10.36172817,1.363791436,571397.5,25970,40.67177498
FLGT UQ Equity,"Consumer, Non-cyclical",4.024255466,3.713822388,2.300787765,25.01659901,1196.458436,81.2874664,25.24694451,#N/A N/A,0.119207208,0.14664894,107.2890123,127.3041916,78.70418674,68.80477672,50.81904238,51.86869997,54.3095245,65.72273232,#N/A N/A,4.429468731,6.399016709,16.99286779,12.30485528,1.068684532,983011.655,676358.9744,#N/A N/A
TRHC UQ Equity,Technology,1.290667405,0.773719191,0.3234838,-5.756361471,4.394693492,32.75969987,81.88088018,-3.152436967,53.27579504,162.6260169,1.392843824,-0.062425202,31.09054266,-22.0009488,-27.24119252,-24.21317742,-16.08333474,-45.73355513,51.45383746,9.643861841,20.67478734,7.959908408,5.590553847,0.590404944,184150.5576,-40514.86989,27.36205203
PTGX UQ Equity,"Consumer, Non-cyclical",7.842896548,7.599438384,7.599438384,-254.8379209,12293.07359,86.17367506,2.731240061,-107.8862876,1.836544744,2.131213207,-161.5710401,-12.24282598,#N/A N/A,-225.3597876,-231.0674864,-229.4531577,-27.59785976,-36.79394833,#N/A N/A,#N/A N/A,#N/A N/A,4.050654404,2.827596425,0.119436361,362379.7468,-816658.2278,#N/A N/A
SLP UR Equity,Technology,23.45167387,22.42371365,21.07538465,25.6811571,22.42727501,92.6460869,23.35221811,#N/A N/A,0.550272327,0.593950964,88.10201095,17.12829961,74.39417035,27.90438472,22.43872455,22.43872455,8.93794977,9.890397123,#N/A N/A,6.268295264,22.76981364,34.73331886,17.5536383,0.393056656,303569.9562,#N/A N/A,#N/A N/A
PETQ UW Equity,"Consumer, Non-cyclical",2.397379956,0.331027932,0.331027932,-3.460414768,9.954456459,34.00864706,68.59791185,-0.121183315,50.25764912,147.7790311,-0.963418975,-0.054991954,17.33066171,-0.40856303,-9.931914708,-7.018643653,-10.7280935,-28.40362075,7.267044558,#N/A N/A,11.07944413,9.963736923,7.510311561,1.080163676,376472.4903,-1538.127413,#N/A N/A
CSTE UW Equity,Industrial,2.456682483,1.319504506,0.779288603,5.714086001,-10.9093107,59.3662484,53.01180016,5.228929649,20.14822376,33.93885298,14.61257557,0.168040096,27.5367384,4.630025575,1.483927206,3.003883269,0.946755186,1.495843842,2.565666639,5.964439867,7.062597679,1.559927778,0.889884129,0.638006489,243327.6638,11266.13307,152.1943746
RMBS UW Equity,Technology,8.115415075,6.178980714,5.854013323,64.15362497,8.356135644,72.7655329,43.97978577,-4.526789168,15.68162743,21.55090027,54.74594333,0.835286578,74.97476797,-19.28221564,-17.96479462,-16.04566483,-3.376796747,-4.649070298,4.59465624,6.74840844,6.556358537,2.887524906,1.462767512,0.187967456,389642.0546,-75131.62119,76.09629208
KPTI UW Equity,"Consumer, Non-cyclical",4.593309304,4.353952461,4.139993024,-148.3822917,164.3117404,16.14630251,11.66554863,-6.331982314,41.88787734,259.4270565,-61.04059367,-1.198650194,97.49734006,-158.9952352,-181.5913401,-181.5913401,-64.5621064,-391.2938596,1.809364548,10.42134696,1.841030359,8.562883739,6.234174477,0.355535161,250196.7593,-397800.9259,38.59946241
HSKA UR Equity,"Consumer, Non-cyclical",4.066840793,2.787937789,2.049958447,-0.680103181,60.86857273,71.79214634,57.16400851,-1.285221211,13.88408835,19.33928578,-0.581632472,0.015689736,41.196414,-4.151568748,-7.297172656,-2.736568976,-4.469913684,-6.523989787,3.48248747,8.534590515,11.92218795,6.345435251,2.950176047,0.612557294,327779.0698,-13604.65116,117.2827526
HOFT UW Equity,"Consumer, Cyclical",4.427915977,2.467314329,0.718765585,5.942792032,-10.63304955,69.62545846,43.62141486,18.34168013,17.83479127,25.61533046,34.64339769,1.3921513,18.65643786,3.717437429,2.796713947,2.761664571,-3.093438107,-4.601646108,5.239776264,6.547980941,14.31525806,8.126231604,4.875868706,1.424658351,488268.5851,#N/A N/A,107.2688346
AMTI UW Equity,"Consumer, Non-cyclical",17.16275124,16.94975202,16.94975202,#N/A N/A,#N/A N/A,93.92936376,6.193333,#N/A N/A,0.453692673,0.483014741,-692.0564042,-100.9575472,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-74.49137179,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,0,0,-833525,#N/A N/A
HCKT UW Equity,"Consumer, Non-cyclical",1.992905302,1.709023422,1.161815491,17.60800394,-15.21920757,73.17094705,55.94172791,68.58730159,3.180035836,4.346036185,85.29366216,7.311448636,30.53006071,3.608621942,2.285349212,5.216609512,2.833695765,3.930327001,#N/A N/A,8.196666324,21.45696272,9.852388201,4.922801788,1.23993994,228731.6141,8254.059217,#N/A N/A
QADA UW Equity,Technology,1.381922623,1.254206503,0.793948207,10.05018433,-0.935412457,36.90729702,29.29241962,21.4856176,9.910857586,26.85338236,14.85263486,1.037565437,59.27695581,4.124535105,3.594107807,3.617972163,3.285376438,9.013118506,#N/A N/A,3.764159998,4.310612182,6.576204208,#N/A N/A,0.914100693,161860.4167,#N/A N/A,#N/A N/A
TPCO UQ Equity,Communications,2.068098205,1.165986,0.667359709,5.70840871,-21.09662214,43.75832339,44.10950207,#N/A N/A,13.33493872,30.47406228,21.36963429,0.474225676,59.60857621,-8.914438861,-5.227738693,2.269689782,-6.341187485,-14.8705233,#N/A N/A,9.017043289,#N/A N/A,5.064205369,3.19097345,1.269315167,260471.2042,-18706.1082,4.200648703
PRIM UW Equity,Industrial,1.458979743,0.993176481,0.427443208,7.090654811,12.3994593,36.28971659,43.37544045,8.076703286,26.78251201,73.80193213,24.85894032,0.469324345,10.60330282,4.695664925,3.006561369,2.901823774,5.524881942,15.62977152,#N/A N/A,8.339237562,12.95466072,5.908843133,3.494990243,1.837608239,1981553.348,93047.10556,#N/A N/A
HBB UN Equity,"Consumer, Cyclical",1.689315316,0.739498669,0.012131411,-5.175638093,-1.319579068,20.47841337,14.02875491,18.72622623,25.14520615,122.7888396,-8.980174434,-0.317669784,22.96687333,6.197481254,7.662250109,3.986496895,13.60867627,79.50090658,3.277740971,4.769079462,4.018306619,26.354957,8.650174805,1.776067876,862447.1429,53450,97.32349716
RRR UW Equity,"Consumer, Cyclical",1.243197491,0.780527023,0.605102443,13.04872531,-36.30900377,9.427869968,93.34326037,#N/A N/A,77.96601242,826.9737775,6.786882203,0.054029074,57.60487803,7.492018656,-12.71915396,-8.851681896,-3.829750446,-35.2500542,32.50544676,25.75768137,21.98472708,0.397840492,0.288454478,0.301101037,155584.8684,11656.44737,8.821083909
PMVP UW Equity,"Consumer, Non-cyclical",56.9049922,56.38408736,56.38408736,#N/A N/A,#N/A N/A,98.24638676,0.210652448,#N/A N/A,0,0,-510.74883,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
PRLD UW Equity,"Consumer, Non-cyclical",19.41178022,19.192,19.192,#N/A N/A,#N/A N/A,94.89825126,1.243794445,#N/A N/A,0,0,-404.8128342,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FMTX UQ Equity,"Consumer, Non-cyclical",20.64501577,19.97015773,19.97015773,#N/A N/A,#N/A N/A,95.19406847,3.895026367,#N/A N/A,0,0,-291.5574296,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CWBR UR Equity,"Consumer, Non-cyclical",6.338278844,6.161098124,6.161098124,#N/A N/A,#N/A N/A,60.12920111,4.486124504,-40.30440102,24.80142788,41.24689406,-187.3092708,-2.679784588,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-76.53093768,-101.7699177,#N/A N/A,#N/A N/A,0,0,#N/A N/A,0,0,#N/A N/A,#N/A N/A
WMS UN Equity,Industrial,2.796702951,1.554075554,0.731416841,14.24968858,20.87564895,21.23691077,71.88850275,-1.152797089,50.09249382,235.8746729,19.31418918,0.449835158,18.90775807,-5.696541712,-11.54100985,-9.290333103,9.006904113,26.83047989,4.950426523,11.04799012,13.02509375,3.790495869,#N/A N/A,0.831838324,338142.4242,#N/A N/A,87.19640064
PROG UQ Equity,"Consumer, Non-cyclical",1.738516582,1.441557727,1.267042796,-229.6879415,-48.38837379,-69.27868428,18.1960632,-5.597270016,110.7077182,#N/A N/A,-63.3980278,-0.998309714,-25.72901107,-262.6566011,-259.0771467,-259.0771467,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,67.14912793
OEC UN Equity,Basic Materials,1.541073766,0.922169702,0.199753653,-1.73005052,-23.02769053,13.02438565,63.99060867,1.923456854,53.13338029,407.9530639,10.36407753,-0.026623549,25.72618563,6.545504465,1.597700775,3.412713847,1.371644693,9.893059056,5.511885326,5.180329588,5.708243493,1.807003595,0.979818743,0.858558916,#N/A N/A,#N/A N/A,72.93603986
GTHX UW Equity,"Consumer, Non-cyclical",9.230559229,8.853090475,8.842980847,-184.9221597,#N/A N/A,77.5976583,5.320452238,-54.26096738,13.52252441,17.42645939,-163.5553993,-2.709570957,#N/A N/A,-213.0418461,-219.1763277,-219.1763277,-38.66664849,-45.85772435,#N/A N/A,382.1518987,#N/A N/A,3.789698314,3.56532693,0.176417996,371188.5246,-790786.8852,#N/A N/A
SMSI UR Equity,Technology,4.694145759,4.5520908,3.076941458,12.86744639,18.35002076,80.53989548,46.10647024,#N/A N/A,8.556575175,10.62402071,55.8539508,1.058191728,89.88304094,6.863547758,8.118908382,8.466939571,6.211782252,7.756052142,#N/A N/A,4.414612108,2.396121884,6.207647628,2.620154247,0.765100671,201176.4706,13803.92157,#N/A N/A
